location,sample date,Ammonium,Biochemical Oxygen,Chemical Oxygen Demand (Cr),Dissolved oxygen,Nitrates,Nitrites,Orthophosphate-phosphorus,Total nitrogen,Total phosphorus,Water temperature
Kannika,2015-11-19,       0.17,       1.47,      10.81,      10.15,       1.36,       0.01,       0.06,       1.86,       0.10,      12.77
Kannika,2015-12-02,       0.19,       2.05,      17.06,      12.13,       1.62,       0.02,       0.04,       2.88,       0.08,       4.00
Kannika,2015-12-03,       0.18,       2.19,      17.61,      11.23,       1.80,       0.02,       0.03,       2.87,       0.09,       6.00
Kannika,2015-12-06,,,,,,,,,,
Kannika,2016-01-04,       0.11,       1.64,       9.22,      10.28,       1.78,       0.02,       0.06,       2.28,       0.10,      12.83
Kannika,2016-01-07,       0.01,       1.21,      16.68,       7.95,       1.11,       0.01,       0.04,       1.60,       0.13,      22.97
Kannika,2016-02-09,,,,,,,,,,
Kannika,2016-02-10,       0.03,       0.91,      10.51,       8.43,       0.90,       0.02,       0.05,       1.65,       0.11,      16.70
Kannika,2016-02-12,       0.05,       1.92,      20.77,      11.70,       1.08,       0.02,       0.04,       1.53,       0.11,       5.50
Kannika,2016-03-06,       0.13,       1.08,      11.23,       7.25,       0.57,       0.02,       0.05,       1.32,       0.18,      19.97
Kannika,2016-05-13,       0.09,       1.81,      16.64,       8.76,       1.07,       0.02,       0.03,       1.42,       0.14,      15.97
Kannika,2016-05-14,,,,,,,,,,
Kannika,2016-06-19,,,,,,,,,,
Kannika,2016-07-02,,,,,,,,,,
Kannika,2016-07-08,       0.09,       2.39,      12.79,       5.56,       0.76,       0.01,       0.06,       1.52,       0.19,      26.37
Kannika,2016-07-18,,,,,,,,,,
Kannika,2016-08-04,,,,,,,,,,
Kannika,2016-08-14,,,,,,,,,,
Kannika,2016-09-01,       0.14,       2.84,       7.91,      13.54,       1.48,       0.02,       0.06,       1.97,       0.08,       3.33
Kannika,2016-09-11,,,,,,,,,,
Kannika,2016-09-16,       0.03,       1.78,      22.71,       8.76,       1.06,       0.02,       0.05,       1.36,       0.12,      21.50
Kannika,2016-10-01,,,,,,,,,,
Kannika,2016-10-15,,,,,,,,,,
Kannika,2016-11-02,       0.18,       2.70,       7.00,      12.89,       1.54,       0.02,       0.06,       2.10,       0.08,       1.43
Kannika,2016-11-03,       0.17,       1.44,      11.48,      11.31,       1.56,       0.02,       0.06,       2.10,       0.10,       6.67
Kannika,2016-11-11,       0.03,       0.76,      14.03,       9.77,       1.14,       0.02,       0.06,       1.60,       0.12,      10.97
Kannika,2016-12-03,,,,,,,,,,
Kohsoom,2009-01-29,       4.24,       3.60,      11.30,      10.24,       1.96,       0.11,       0.32,,       0.37,       6.00
Kohsoom,2009-02-26,       4.89,       3.52,       9.60,      10.41,       1.08,       0.04,       0.33,,       0.41,       5.50
Kohsoom,2009-03-19,,,,,,,,,,
Kohsoom,2009-03-29,       2.65,       4.39,      11.60,       9.19,       2.62,       0.04,       0.17,,       0.29,       9.50
Kohsoom,2009-04-24,       3.15,       4.04,      12.40,       8.25,       2.41,       0.14,       0.14,,       0.23,      18.00
Kohsoom,2009-05-28,       4.46,       4.56,      14.30,       8.10,       2.31,       0.01,       0.12,,       0.21,      24.00
Kohsoom,2009-06-25,       4.75,       3.84,      12.00,       6.96,       2.98,       0.03,       0.09,,       0.18,      27.00
Kohsoom,2009-07-30,       7.79,       4.53,      14.20,       6.72,       1.86,       0.04,       0.07,,       0.14,      24.00
Kohsoom,2009-08-20,       4.99,       4.89,      16.20,       6.88,       0.93,       0.02,       0.23,,       0.31,      20.00
Kohsoom,2009-09-21,       7.42,       3.87,      11.40,       7.25,       0.72,       0.02,       0.28,,       0.38,      20.00
Kohsoom,2009-10-12,       2.81,       3.28,      10.10,       7.48,       1.41,       0.05,       0.23,,       0.26,       7.00
Kohsoom,2009-10-29,       3.75,       3.60,      10.90,       6.99,       0.56,       0.02,       0.21,,       0.29,      11.50
Kohsoom,2009-11-26,       1.51,       3.14,       9.50,       9.36,       1.10,       0.05,       0.04,,       0.10,       3.60
Kohsoom,2010-01-28,       2.44,       3.09,       9.20,       8.99,       2.16,       0.05,       0.04,,       0.10,       4.00
Kohsoom,2010-02-18,       3.17,       3.78,      10.20,       9.15,       1.24,       0.07,       0.05,,       0.11,       2.50
Kohsoom,2010-03-24,       3.43,       4.20,      11.10,       6.18,       2.76,       0.03,       0.40,,       0.45,      12.00
Kohsoom,2010-04-21,       1.93,       2.51,       7.40,       5.07,       1.78,       0.02,       0.03,,       0.11,      17.00
Kohsoom,2010-05-26,       3.39,       4.65,      12.50,       5.86,       0.51,       0.03,       0.02,,       0.07,      19.50
Kohsoom,2010-06-23,       5.58,       5.20,      13.60,       5.64,       0.76,       0.02,       0.01,,       0.04,      26.00
Kohsoom,2010-07-28,       2.99,       4.20,      11.70,       5.37,       1.78,       0.13,       0.26,,       0.35,      26.00
Kohsoom,2010-08-26,       2.64,       4.80,      13.20,       5.10,       1.35,       0.04,       0.02,,       0.07,      26.00
Kohsoom,2010-09-29,       2.31,       3.14,      10.60,       9.48,       1.79,       0.06,       0.04,,       0.08,      14.00
Kohsoom,2010-10-20,       4.43,       4.90,      12.90,       4.96,       1.43,       0.04,       0.06,,       0.12,      15.00
Kohsoom,2010-11-24,       5.11,       4.00,      13.29,      10.85,       1.66,       0.04,       0.03,,       0.10,       1.50
Kohsoom,2010-12-15,       4.01,       3.70,      11.40,       7.04,      10.70,       0.12,       0.04,,       0.09,       6.50
Kohsoom,2011-01-26,       3.59,       3.70,       8.26,      10.24,       1.87,       0.08,       0.05,,       0.10,       1.60
Kohsoom,2011-02-25,       3.08,       3.50,       7.62,       9.51,       1.98,       0.05,       0.03,,       0.07,       2.00
Kohsoom,2011-03-30,       4.14,       3.60,       9.00,       7.20,       2.03,       0.07,       0.06,,       0.06,       7.50
Kohsoom,2011-04-27,       2.39,       3.26,       9.50,       6.34,       1.92,       0.05,       0.04,,       0.05,      16.00
Kohsoom,2011-05-18,       3.96,       4.11,      11.30,       5.85,       2.24,       0.07,       0.09,,       0.10,      24.00
Kohsoom,2011-06-30,       3.31,       2.80,       9.40,       6.18,       2.12,       0.06,       0.05,,       0.06,      27.00
Kohsoom,2011-07-12,       2.77,       3.54,      10.20,       7.97,       1.68,       0.07,       0.09,,       0.12,       9.50
Kohsoom,2011-07-13,       1.87,       3.40,      10.50,       5.91,       1.10,       0.10,       0.04,,       0.04,      22.00
Kohsoom,2011-08-31,       2.49,       3.12,       9.60,       5.53,       1.68,       0.09,       0.07,,       0.10,      23.00
Kohsoom,2011-09-28,       1.96,       4.69,      10.20,       7.16,       1.51,       0.08,       0.08,,       0.11,      20.00
Kohsoom,2011-10-26,       2.91,       3.05,      11.10,       6.91,       1.89,       0.07,       0.11,,       0.15,      16.50
Kohsoom,2011-11-23,       2.47,       3.70,       9.80,       7.48,       1.52,       0.05,       0.09,,       0.12,      10.50
Kohsoom,2012-01-25,       2.22,       3.70,      10.40,      12.59,       1.84,       0.07,       0.08,,       0.12,       2.00
Kohsoom,2012-02-23,       4.36,       4.60,      12.70,      10.35,       2.12,       0.09,       0.09,,       0.13,       2.50
Kohsoom,2012-03-29,       3.39,       5.00,      16.80,       8.21,       2.27,       0.07,       0.10,       6.87,       0.15,       9.50
Kohsoom,2012-04-27,       3.60,       3.78,      11.20,       6.18,       0.93,       0.06,       0.07,       5.70,       0.12,      16.00
Kohsoom,2012-05-25,       2.66,       3.40,      13.70,       6.91,       1.00,       0.05,       0.07,       4.46,       0.10,      20.00
Kohsoom,2012-06-21,       2.31,       4.46,      15.80,       5.66,       1.17,       0.04,       0.07,       4.23,       0.09,      20.00
Kohsoom,2012-07-26,       1.81,       5.10,      17.80,       5.82,       0.00,       0.05,       0.08,       3.32,       0.12,      27.50
Kohsoom,2012-08-23,       1.74,       3.70,      19.40,       5.10,       1.07,       0.04,       0.07,       3.42,       0.10,      26.00
Kohsoom,2012-09-20,,,,,,,,,,
Kohsoom,2012-10-25,       1.96,       5.20,      16.50,       6.34,       1.27,       0.04,       0.10,       3.94,       0.14,      15.00
Kohsoom,2012-11-24,       1.79,       5.10,      20.80,       6.26,       1.22,       0.05,       0.11,       3.68,       0.16,      11.50
Kohsoom,2012-12-15,       0.33,       7.20,      21.60,      10.66,       1.70,       0.04,       0.09,       3.29,       0.13,       4.50
Kohsoom,2013-01-25,       1.90,       4.67,      19.50,      10.93,       1.22,       0.05,       0.11,       3.81,       0.15,       2.50
Kohsoom,2013-02-22,       1.53,       3.70,      15.60,      11.63,       1.58,       0.06,       0.12,       3.81,       0.16,       4.50
Kohsoom,2013-03-15,       1.21,       4.14,      20.60,       5.17,       0.80,       0.09,       0.28,       2.52,       0.40,      10.00
Kohsoom,2013-04-19,       0.87,       3.80,      18.20,       8.50,       1.02,       0.07,       0.12,       2.35,       0.17,      11.00
Kohsoom,2013-05-23,       1.26,       3.20,      17.70,       5.93,       0.93,       0.16,       0.19,       2.81,       0.26,      24.00
Kohsoom,2013-06-27,       0.84,       3.53,      19.20,       6.98,       0.66,       0.11,       0.28,       1.87,       0.35,      24.00
Kohsoom,2013-07-25,       2.21,       3.60,      17.40,       5.31,       0.35,       0.10,       0.20,       3.19,       0.28,      25.00
Kohsoom,2013-08-22,       3.44,       4.10,      22.70,       7.76,       0.49,       0.06,       0.17,       4.46,       0.24,      26.50
Kohsoom,2013-09-26,       4.11,       3.80,      21.80,       6.16,       0.45,       0.05,       0.61,       5.52,       0.84,      24.60
Kohsoom,2013-10-24,       4.71,       4.20,      23.70,       6.06,       0.68,       0.07,       0.46,       6.06,       0.64,      12.00
Kohsoom,2013-11-21,       3.39,       5.10,      25.20,      10.35,       0.81,       0.09,       0.23,       5.15,       0.31,       6.00
Kohsoom,2013-12-12,       5.30,       4.80,      21.40,       8.43,       1.25,       0.06,       1.75,       7.87,       2.44,       8.50
Kohsoom,2014-01-23,       3.66,       3.90,      24.60,       8.37,       1.88,       0.10,       0.29,       6.41,       0.40,       5.00
Kohsoom,2014-01-26,,,,,,,,,,
Kohsoom,2014-02-23,,,,,,,,,,
Kohsoom,2014-02-28,       0.37,       4.20,      46.27,      11.93,       0.59,       0.03,       0.10,       1.19,       0.15,       1.50
Kohsoom,2014-03-23,,,,,,,,,,
Kohsoom,2014-03-26,       1.03,       5.20,      21.30,       8.20,       0.63,       0.09,       0.12,       2.11,       0.17,      13.50
Kohsoom,2014-04-23,       2.42,       3.88,      25.10,       8.22,       0.55,       0.06,       0.17,       3.64,       0.24,      18.00
Kohsoom,2014-05-26,,,,,,,,,,
Kohsoom,2014-05-28,       1.36,       6.30,      30.30,       7.01,       0.79,       0.08,       0.20,       2.73,       0.28,      18.50
Kohsoom,2014-06-25,       5.44,       5.00,      37.00,       6.57,       0.01,       0.02,       1.05,       8.28,       1.44,      29.50
Kohsoom,2014-07-23,       1.78,       4.50,      24.60,       6.12,       0.20,       0.10,       0.31,       2.82,       0.42,      28.00
Kohsoom,2014-07-27,,,,,,,,,,
Kohsoom,2014-08-27,       6.33,       6.72,      44.16,       5.17,       0.17,       0.09,       0.72,       7.55,       0.98,      26.50
Kohsoom,2014-08-31,,,,,,,,,,
Kohsoom,2014-09-24,       6.71,       5.50,      46.08,       6.18,       0.25,       0.07,       0.45,       8.78,       0.61,      21.50
Kohsoom,2014-09-28,,,,,,,,,,
Kohsoom,2014-10-26,,,,,,,,,,
Kohsoom,2014-10-29,       7.39,       5.28,      30.72,       7.20,       0.17,       0.09,       0.54,       8.92,       0.70,      16.00
Kohsoom,2014-11-26,       4.03,       5.76,      31.26,       8.93,       0.85,       0.20,       0.53,       7.30,       0.55,      10.00
Kohsoom,2014-11-27,,,,,,,,,,
Kohsoom,2014-12-17,       6.09,       6.24,      31.84,       9.69,       2.23,       0.13,       0.40,      10.00,       0.54,       4.00
Kohsoom,2014-12-19,,,,,,,,,,
Kohsoom,2015-01-28,       4.14,       6.00,      35.64,       9.00,       1.46,       0.09,       0.22,       6.35,       0.30,       3.50
Kohsoom,2015-01-29,,,,,,,,,,
Kohsoom,2015-02-25,       3.50,       6.50,      43.69,       9.75,       0.94,       0.13,       0.18,       5.39,       0.25,       9.00
Kohsoom,2015-02-26,,,,,,,,,,
Kohsoom,2015-03-25,       1.06,       6.96,      64.26,      10.26,       0.66,       0.10,       0.07,       2.96,       0.10,       4.00
Kohsoom,2015-03-29,,,,,,,,,,
Kohsoom,2015-04-22,       1.92,       5.80,      32.72,       8.96,       0.77,       0.09,       0.11,       3.08,       0.18,      13.50
Kohsoom,2015-04-24,,,,,,,,,,
Kohsoom,2015-05-28,,,,,,,,,,
Kohsoom,2015-05-29,       2.63,       6.24,      53.31,       8.59,       0.32,       0.06,       0.28,       3.35,       0.40,      21.00
Kohsoom,2015-06-25,       1.72,       4.60,      49.34,       6.48,       0.62,       0.15,       0.19,       2.61,       0.28,      25.00
Kohsoom,2015-07-18,       1.82,       4.80,      52.80,       6.90,       0.34,       0.13,       0.26,       3.00,       0.40,      25.50
Kohsoom,2015-07-30,,,,,,,,,,
Kohsoom,2015-08-20,,,,,,,,,,
Kohsoom,2015-08-22,       5.08,       6.80,      45.84,       7.73,       0.44,       0.11,       0.49,       6.62,       0.67,      27.00
Kohsoom,2015-09-19,       2.69,       6.00,      76.88,       7.19,       0.36,       0.15,       0.35,       3.56,       0.45,      18.50
Kohsoom,2015-09-21,,,,,,,,,,
Kohsoom,2015-10-24,       0.46,       6.20,      87.80,       8.06,       1.26,       0.10,       0.15,       2.23,       0.21,      15.00
Kohsoom,2015-10-29,,,,,,,,,,
Kohsoom,2015-11-14,       0.58,       5.80,      69.62,       7.57,       0.47,       0.08,       0.22,       3.86,       0.31,      13.50
Kohsoom,2015-11-26,,,,,,,,,,
Kohsoom,2015-12-12,       3.34,       6.00,      62.33,      11.43,       0.85,       0.04,       0.30,       4.64,       0.39,       4.00
Kohsoom,2016-01-23,       1.95,       5.50,      61.88,       8.70,       0.54,       0.07,       0.19,       3.77,       0.26,       3.50
Kohsoom,2016-01-28,,,,,,,,,,
Kohsoom,2016-02-18,,,,,,,,,,
Kohsoom,2016-02-20,       1.42,       4.50,      58.62,      10.40,       0.86,       0.05,       0.09,       3.00,       0.12,       6.00
Kohsoom,2016-03-20,       1.45,       5.20,      42.28,       6.80,       1.05,       0.07,       0.20,       3.15,       0.27,      15.00
Kohsoom,2016-03-24,,,,,,,,,,
Kohsoom,2016-04-21,,,,,,,,,,
Kohsoom,2016-04-29,       0.76,       3.40,      49.39,       7.60,       1.10,       0.07,       0.15,       2.06,       0.21,      16.00
