location,sample date,Biochemical Oxygen,Chemical Oxygen Demand (Cr),Dissolved oxygen,Water temperature,measure,value
Sakda,2016-06-19,       0.97,      16.84,       7.80,      19.00,Nitrites,       0.02
Sakda,2016-07-02,       0.95,      17.00,       7.65,      20.50,Nitrites,       0.02
Sakda,2016-07-18,       0.92,      17.16,       7.49,      22.00,Nitrites,       0.02
Sakda,2016-08-04,       0.89,      17.32,       7.34,      23.50,Nitrites,       0.02
Sakda,2016-08-07,       0.86,      17.49,       7.19,      25.00,Nitrites,       0.01
Sakda,2016-08-14,       1.25,      18.19,       6.73,      25.45,Nitrites,       0.02
Sakda,2016-08-19,       1.64,      18.89,       6.27,      25.90,Nitrites,       0.02
Sakda,2016-09-01,       2.48,       7.12,      12.48,       3.47,Nitrites,       0.02
Sakda,2016-10-01,       2.34,       7.22,      12.49,       2.98,Nitrites,       0.02
Sakda,2016-10-11,       2.21,       7.32,      12.50,       2.48,Nitrites,       0.02
Sakda,2016-10-15,       2.08,       7.42,      12.50,       1.99,Nitrites,       0.02
Sakda,2016-11-02,       1.94,       7.52,      12.51,       1.50,Nitrites,       0.02
Sakda,2016-11-03,       2.18,      13.85,      11.19,       6.40,Nitrites,       0.02
Sakda,2016-11-06,       1.63,      21.98,       6.88,      21.77,Nitrites,       0.00
Sakda,2016-12-03,       2.62,      30.72,       8.19,      13.88,Nitrites,       0.02
Somchair,2009-01-24,       3.60,      39.45,       9.50,       6.00,Nitrites,       0.03
Somchair,2009-02-14,       4.70,      29.52,      11.20,       6.00,Nitrites,       0.02
Somchair,2009-03-27,       7.40,      62.50,       9.70,       8.00,Nitrites,       0.05
Somchair,2009-04-25,       5.10,      38.59,       7.90,      16.00,Nitrites,       0.04
Somchair,2009-05-25,       2.40,      29.59,       7.90,      24.00,Nitrites,       0.02
Somchair,2009-06-28,       2.80,      29.68,       7.70,      23.00,Nitrites,       0.06
Somchair,2009-07-26,       2.20,      24.60,       8.00,      24.00,Nitrites,       0.01
Somchair,2009-08-28,       2.40,      49.32,       7.80,      24.00,Nitrites,       0.30
Somchair,2009-09-24,       1.60,      14.76,       8.50,      19.10,Nitrites,       0.02
Somchair,2009-10-30,       3.00,      34.44,       9.00,      14.00,Nitrites,       0.03
Somchair,2009-11-14,       3.10,      29.59,      10.10,       6.00,Nitrites,       0.05
Somchair,2009-12-19,       3.60,      34.40,      10.00,       3.00,Nitrites,       0.05
Somchair,2010-01-24,       5.30,      59.04,      12.40,       2.00,Nitrites,       0.02
Somchair,2010-02-14,       4.10,      34.02,      12.50,       5.00,Nitrites,       0.03
Somchair,2010-03-20,       3.10,      29.52,      11.50,      10.00,Nitrites,       0.03
Somchair,2010-04-18,       3.50,      34.44,      10.80,      14.00,Nitrites,       0.05
Somchair,2010-05-22,       2.90,      29.59,       9.80,      20.00,Nitrites,       0.07
Somchair,2010-06-13,       2.70,      29.59,       8.30,      25.00,Nitrites,       0.05
Somchair,2010-07-22,       1.50,      24.60,       7.50,      23.00,Nitrites,       0.05
Somchair,2010-08-28,       1.90,      24.60,       7.50,      25.00,Nitrites,       0.07
Somchair,2010-09-12,       2.00,      28.08,      11.40,       7.00,Nitrites,       0.03
Somchair,2010-09-30,       1.70,      24.60,       8.80,      16.00,Nitrites,       0.04
Somchair,2010-10-29,       1.90,      29.59,       8.80,      10.00,Nitrites,       0.03
Somchair,2010-11-27,       2.10,      32.90,      11.60,       6.00,Nitrites,       0.04
Somchair,2011-01-30,       2.20,      75.26,       8.20,       3.00,Nitrites,       0.03
Somchair,2011-02-26,       2.21,      27.40,      12.55,       3.00,Nitrites,       0.15
Somchair,2011-03-08,       2.86,      23.52,       8.81,      28.00,Nitrites,       0.02
Somchair,2011-03-11,       1.43,      19.58,      11.73,       5.00,Nitrites,       0.02
Somchair,2011-03-26,       2.83,      22.84,      11.97,       8.00,Nitrites,       0.02
Somchair,2011-04-13,       2.91,      22.84,       9.82,      13.50,Nitrites,       0.02
Somchair,2011-05-27,       2.27,      28.94,       8.91,      23.50,Nitrites,       0.01
Somchair,2011-06-29,       3.62,      24.60,       7.66,      23.00,Nitrites,       0.02
Somchair,2011-08-12,       2.68,      19.58,       9.81,      11.00,Nitrites,       0.02
Somchair,2011-08-28,       3.42,      28.08,       6.57,      24.00,Nitrites,       0.03
Somchair,2011-09-23,       1.86,      32.76,       8.26,      21.00,Nitrites,       0.03
Somchair,2011-11-16,       2.86,      23.40,      10.82,       9.00,Nitrites,       0.03
Somchair,2012-02-18,       3.66,      37.44,      12.58,       1.50,Nitrites,       0.03
Somchair,2012-02-24,       3.81,      30.25,      12.26,       4.00,Nitrites,       0.03
Somchair,2012-03-16,       2.94,      23.06,      12.86,       4.00,Nitrites,       0.03
Somchair,2012-03-25,       2.85,      25.57,      12.79,      11.00,Nitrites,       0.05
Somchair,2012-04-02,       2.97,      28.08,       8.57,       2.00,Nitrites,       0.03
Somchair,2012-04-11,       2.60,      24.80,       9.77,      11.00,Nitrites,       0.04
Somchair,2012-04-26,       2.79,      28.08,       8.68,      16.00,Nitrites,       0.02
Somchair,2012-04-29,       2.86,      30.42,       8.04,      13.50,Nitrites,       0.04
Somchair,2012-05-26,       3.89,      32.76,       7.40,      23.00,Nitrites,       0.04
Somchair,2012-05-31,       3.92,      28.08,       7.32,      22.00,Nitrites,       0.04
Somchair,2012-07-10,       1.65,      23.40,       9.55,      12.50,Nitrites,       0.01
Somchair,2012-07-20,       3.71,      29.23,       6.17,      26.00,Nitrites,       0.00
Somchair,2012-07-23,       3.69,      28.66,       6.26,      27.00,Nitrites,       0.00
Somchair,2012-07-27,       3.56,      28.08,       6.31,      26.00,Nitrites,       0.02
Somchair,2012-07-30,       3.16,      37.22,       6.55,      25.00,Nitrites,       0.03
Somchair,2012-08-12,       2.02,      46.36,       8.55,       7.00,Nitrites,       0.02
Somchair,2012-08-25,       4.74,      46.80,       7.86,      26.00,Nitrites,       0.01
Somchair,2012-10-27,       6.40,      37.44,      10.14,      10.00,Nitrites,       0.02
Somchair,2012-10-29,       5.07,      35.82,       9.12,       8.00,Nitrites,       0.03
Somchair,2012-11-10,       2.00,      34.20,       9.27,      13.00,Nitrites,       0.03
Somchair,2012-11-15,       2.54,      32.58,       9.41,      16.00,Nitrites,       0.03
Somchair,2012-11-22,       2.41,      30.96,       9.05,      12.00,Nitrites,       0.03
Somchair,2012-12-30,       2.33,      29.34,       8.54,       1.00,Nitrites,       0.03
Somchair,2013-02-06,       1.90,      27.72,       6.68,      23.00,Nitrites,       0.04
Somchair,2013-02-11,       1.46,      26.10,      10.54,      10.40,Nitrites,       0.02
Somchair,2013-02-16,       2.60,      24.48,      11.05,       2.00,Nitrites,       0.03
Somchair,2013-02-25,       1.95,      26.93,       9.79,       1.00,Nitrites,       0.04
Somchair,2013-03-24,       0.78,      29.37,       8.53,       6.00,Nitrites,       0.09
Somchair,2013-03-30,       1.84,      27.61,      10.73,       8.50,Nitrites,       0.03
Somchair,2013-04-02,       1.67,      25.86,      10.66,       1.00,Nitrites,       0.02
Somchair,2013-04-11,       0.90,      24.10,      10.60,      12.00,Nitrites,       0.02
Somchair,2013-04-20,       1.82,      70.56,       9.61,      11.00,Nitrites,       0.01
Somchair,2013-04-29,       1.09,      82.32,       8.38,      15.50,Nitrites,       0.01
Somchair,2013-05-19,       4.12,      94.08,       7.17,      19.00,Nitrites,       0.02
Somchair,2013-06-21,       1.88,      32.62,       6.84,      23.50,Nitrites,       0.02
Somchair,2013-06-30,       3.10,      58.13,       6.88,      20.50,Nitrites,       0.04
Somchair,2013-07-19,      10.97,      83.64,       4.38,      28.00,Nitrites,       0.03
Somchair,2013-07-29,       8.99,      63.96,       0.00,      27.00,Nitrites,       0.02
Somchair,2013-08-08,       4.50,      34.44,       8.85,      27.00,Nitrites,       0.03
Somchair,2013-08-23,       3.23,      31.48,       6.16,      24.00,Nitrites,       0.01
Somchair,2013-09-12,       1.95,      28.51,      10.86,       2.00,Nitrites,       0.13
Somchair,2013-09-26,       2.20,      30.72,       7.32,      19.50,Nitrites,       0.02
Somchair,2013-10-25,       1.47,      32.92,      10.48,      10.20,Nitrites,       0.02
Somchair,2013-11-01,       2.05,      32.76,      11.21,       1.00,Nitrites,       0.02
Somchair,2013-11-17,       1.08,      31.66,       9.11,       4.00,Nitrites,       0.04
Somchair,2013-11-22,       1.56,      30.57,       8.89,       7.00,Nitrites,       0.03
Somchair,2013-12-09,       2.05,      29.47,       7.45,      26.50,Nitrites,       0.02
Somchair,2013-12-19,       2.72,      29.34,      11.69,       2.50,Nitrites,       0.04
Somchair,2013-12-27,       2.50,      29.22,      10.95,       3.00,Nitrites,       0.04
Somchair,2014-01-24,       2.53,      29.09,      12.87,       5.00,Nitrites,       0.03
Somchair,2014-02-05,       1.68,      29.37,       8.13,      18.75,Nitrites,       0.02
Somchair,2014-02-11,       1.20,      24.25,       9.72,      12.50,Nitrites,       0.02
Somchair,2014-03-02,       1.27,      25.84,       9.16,      16.17,Nitrites,       0.02
Somchair,2014-03-05,       1.33,      27.42,       8.59,      19.83,Nitrites,       0.02
Somchair,2014-03-09,       1.40,      29.01,       8.03,      23.50,Nitrites,       0.01
Somchair,2014-03-15,       2.46,      51.89,      13.28,       3.00,Nitrites,       0.01
Somchair,2014-03-21,      11.96,      74.78,       9.88,       7.00,Nitrites,       0.05
Somchair,2014-04-18,       1.82,      60.89,       8.43,      11.70,Nitrites,       0.03
Somchair,2014-05-06,      10.45,      47.00,       7.15,      24.00,Nitrites,       0.04
Somchair,2014-05-14,       2.40,      43.57,       8.28,      17.30,Nitrites,       0.01
Somchair,2014-05-28,       3.09,      40.14,      11.09,      17.00,Nitrites,       0.07
Somchair,2014-05-30,       2.08,      36.72,       9.36,      14.90,Nitrites,       0.05
Somchair,2014-06-04,       1.06,      33.29,       7.62,      12.80,Nitrites,       0.03
Somchair,2014-06-12,       0.00,      21.65,      10.95,       3.00,Nitrites,       0.03
Somchair,2014-06-26,       0.47,      21.57,       9.30,      14.60,Nitrites,       0.02
Somchair,2014-08-22,       0.95,      21.49,       7.66,      26.20,Nitrites,       0.01
Somchair,2014-08-27,       1.42,      21.41,       7.84,      28.00,Nitrites,       0.01
Somchair,2014-09-08,       1.44,      21.33,       7.58,      28.00,Nitrites,       0.00
Somchair,2014-09-18,       1.45,      22.39,       8.48,      20.50,Nitrites,       0.01
Somchair,2014-09-21,       1.85,      23.45,       7.88,      21.45,Nitrites,       0.01
Somchair,2014-10-09,       2.25,      24.52,       7.28,      22.40,Nitrites,       0.01
Somchair,2014-10-10,       1.10,      25.58,       8.57,      15.50,Nitrites,       0.01
Somchair,2014-10-17,       0.00,      25.13,       8.97,      16.50,Nitrites,       0.01
Somchair,2014-10-19,       1.09,      24.68,       8.31,      20.75,Nitrites,       0.03
Somchair,2014-11-06,       2.19,      24.23,       7.65,      25.00,Nitrites,       0.04
Somchair,2014-11-08,       1.57,      23.78,       8.88,      15.00,Nitrites,       0.03
Somchair,2014-11-12,       0.96,      23.34,      10.12,       5.00,Nitrites,       0.02
Somchair,2014-11-13,       1.10,      22.89,      11.25,      10.00,Nitrites,       0.02
Somchair,2014-11-17,       1.13,      22.44,      11.38,       9.00,Nitrites,       0.02
Somchair,2014-11-21,       1.16,      21.99,      11.50,       8.00,Nitrites,       0.03
Somchair,2014-12-03,       1.76,      21.54,      11.88,       1.50,Nitrites,       0.01
Somchair,2014-12-07,       3.10,      33.29,       6.35,      29.00,Nitrites,       0.01
Somchair,2014-12-13,       0.93,      31.33,      10.03,       1.40,Nitrites,       0.02
Somchair,2014-12-15,       1.34,      29.38,       9.30,      13.70,Nitrites,       0.01
Somchair,2015-01-08,       1.76,      27.42,       8.58,      26.00,Nitrites,       0.01
Somchair,2015-01-16,       1.25,      25.73,      11.30,       1.20,Nitrites,       0.02
Somchair,2015-01-24,       1.36,      27.56,      11.45,       0.85,Nitrites,       0.02
Somchair,2015-01-31,       1.48,      29.39,      11.60,       0.50,Nitrites,       0.02
Somchair,2015-02-14,       2.19,      31.23,      11.93,       2.00,Nitrites,       0.02
Somchair,2015-02-27,       2.22,      33.06,      11.21,       3.00,Nitrites,       0.00
Somchair,2015-03-15,       2.10,      34.89,       7.63,       8.30,Nitrites,       0.08
Somchair,2015-03-21,       2.10,      34.35,       9.16,      11.00,Nitrites,       0.08
Somchair,2015-03-27,       2.11,      33.81,       9.53,      11.55,Nitrites,       0.06
Somchair,2015-04-23,       2.12,      33.27,       9.90,      12.10,Nitrites,       0.03
Somchair,2015-04-25,       1.89,      32.73,       9.51,      15.40,Nitrites,       0.04
Somchair,2015-05-25,       1.66,      32.19,       9.12,      18.70,Nitrites,       0.05
Somchair,2015-05-27,       1.43,      31.65,       8.73,      22.00,Nitrites,       0.06
Somchair,2015-06-06,       5.86,      31.11,       5.20,      23.00,Nitrites,       0.03
Somchair,2015-06-17,       4.10,      31.57,       7.15,      25.20,Nitrites,       0.10
Somchair,2015-06-28,       4.21,      32.03,       6.94,      25.65,Nitrites,       0.06
Somchair,2015-07-23,       4.32,      32.50,       6.73,      26.10,Nitrites,       0.01
Somchair,2015-08-10,       2.83,      32.96,       9.82,      11.00,Nitrites,       0.02
Somchair,2015-08-21,       1.01,      32.01,       7.02,      26.00,Nitrites,       0.01
Somchair,2015-08-28,       3.71,      31.06,       7.90,      26.25,Nitrites,       0.01
Somchair,2015-09-08,       6.40,      30.11,       8.79,      26.50,Nitrites,       0.01
Somchair,2015-09-09,       1.78,      29.16,       8.12,      19.40,Nitrites,       0.02
Somchair,2015-09-12,       1.23,      20.91,      11.93,       2.00,Nitrites,       0.01
Somchair,2015-09-22,       1.52,      22.30,       8.85,      16.50,Nitrites,       0.03
Somchair,2015-09-24,       2.72,      27.67,      10.16,      12.65,Nitrites,       0.05
Somchair,2015-10-04,       3.92,      33.05,      11.47,       8.80,Nitrites,       0.08
Somchair,2015-10-05,       1.40,      24.58,       8.40,      21.00,Nitrites,       0.02
Somchair,2015-10-15,       1.26,      24.59,       9.56,      14.00,Nitrites,       0.04
Somchair,2015-10-30,       2.01,      24.59,       9.83,      13.45,Nitrites,       0.03
Somchair,2015-11-11,       2.76,      24.60,      10.10,      12.90,Nitrites,       0.02
Somchair,2015-11-18,       1.25,      25.81,      10.45,       9.70,Nitrites,       0.01
Somchair,2015-11-28,       2.64,      27.01,       9.88,       5.00,Nitrites,       0.01
Somchair,2015-12-07,       4.26,      28.22,       7.21,      26.50,Nitrites,       0.01
Somchair,2015-12-19,       1.34,      28.58,       1.43,       3.10,Nitrites,       0.01
Somchair,2016-01-14,       1.22,      28.94,      11.70,       2.00,Nitrites,       0.03
Somchair,2016-01-24,       1.34,      28.73,      11.49,       2.00,Nitrites,       0.03
Somchair,2016-02-14,       1.45,      28.52,      11.29,       2.00,Nitrites,       0.02
Somchair,2016-02-26,       1.57,      28.31,      11.08,       2.00,Nitrites,       0.02
Somchair,2016-03-20,       1.15,      28.09,       9.00,      10.00,Nitrites,       0.07
Somchair,2016-04-18,       1.10,      27.88,       9.04,      11.90,Nitrites,       0.05
Somchair,2016-04-24,       1.05,      27.67,       9.07,      13.80,Nitrites,       0.03
Somchair,2016-05-14,       1.86,      27.46,       9.42,      16.80,Nitrites,       0.02
Somchair,2016-05-22,       1.30,      25.50,       8.05,      19.00,Nitrites,       0.07
Somchair,2016-06-02,       1.06,      23.54,      11.54,       2.50,Nitrites,       0.02
Somchair,2016-06-13,       3.53,      37.36,       9.75,      12.70,Nitrites,       0.02
Somchair,2016-06-16,       6.01,      51.17,       7.96,      22.90,Nitrites,       0.02
Somchair,2016-06-26,       1.91,      68.88,       6.46,      22.30,Nitrites,       0.01
Somchair,2016-07-14,       3.13,      86.59,       7.30,      25.20,Nitrites,       0.03
Somchair,2016-07-20,       1.11,      71.39,       7.91,      24.00,Nitrites,       0.02
Somchair,2016-07-22,       1.58,      56.19,       8.71,      24.45,Nitrites,       0.03
Somchair,2016-07-24,       2.04,      40.99,       9.50,      24.90,Nitrites,       0.03
Somchair,2016-08-04,       2.30,      25.79,      10.30,      11.20,Nitrites,       0.02
Somchair,2016-08-12,       0.92,      25.27,      10.54,       2.40,Nitrites,       0.05
Somchair,2016-08-19,       2.91,      25.37,       9.82,      21.00,Nitrites,       0.01
Somchair,2016-08-28,       2.04,      25.48,       9.36,      21.00,Nitrites,       0.01
Somchair,2016-09-09,       1.17,      25.58,       8.90,      21.00,Nitrites,       0.01
Somchair,2016-09-12,       1.37,      25.91,       9.04,      20.05,Nitrites,       0.01
Somchair,2016-09-17,       1.57,      26.23,       9.17,      19.10,Nitrites,       0.01
Somchair,2016-09-24,       1.37,      26.56,       9.51,      18.00,Nitrites,       0.01
Somchair,2016-09-30,       1.16,      26.88,       9.41,      16.65,Nitrites,       0.02
